dataset,mode,variant,ranks,threads,total_workers,repeat,pr_time_s,total_time_s,comm_time_s,comm_fraction,dangling_reduce_s,diff_reduce_s,allgatherv_s,update_time_s,iterations,max_error,status,work_nodes_min,work_nodes_avg,work_nodes_max,work_inedges_min,work_inedges_avg,work_inedges_max,work_imbalance,thread_inedges_min,thread_inedges_avg,thread_inedges_max,thread_imbalance,thread_workers
skewed_100k_1m,directed,inv_static,1,1,1,6,0.036868000,0.200394000,0.000434000,0.011771726,0.000004000,0.000005000,0.000425000,0.033731000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,inv_static,1,1,1,7,0.035937000,0.227418000,0.000409000,0.011381028,0.000004000,0.000006000,0.000399000,0.032976000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,inv_static,1,1,1,8,0.036493000,0.202937000,0.000412000,0.011289836,0.000003000,0.000005000,0.000404000,0.033449000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,inv_static,1,1,1,9,0.037985000,0.214451000,0.000444000,0.011688825,0.000003000,0.000006000,0.000434000,0.034972000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,inv_static,1,1,1,10,0.038374000,0.196707000,0.000431000,0.011231563,0.000004000,0.000005000,0.000422000,0.035171000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,inv_static,1,2,2,1,0.030030000,0.206463000,0.001145000,0.038128538,0.000003000,0.000004000,0.001137000,0.027459000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,2,0.031145000,0.191534000,0.001187000,0.038112057,0.000003000,0.000005000,0.001179000,0.028421000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,3,0.028824000,0.185409000,0.001149000,0.039862614,0.000003000,0.000004000,0.001142000,0.026226000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,4,0.026700000,0.197161000,0.001131000,0.042359551,0.000003000,0.000004000,0.001124000,0.024152000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,5,0.034803000,0.201082000,0.001221000,0.035083182,0.000003000,0.000005000,0.001212000,0.032035000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,6,0.029881000,0.191993000,0.001163000,0.038921054,0.000003000,0.000004000,0.001155000,0.027140000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,7,0.029075000,0.191697000,0.001143000,0.039312124,0.000003000,0.000005000,0.001135000,0.026561000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,8,0.027991000,0.187574000,0.001128000,0.040298667,0.000003000,0.000005000,0.001120000,0.025413000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,9,0.030085000,0.202457000,0.001155000,0.038391225,0.000003000,0.000005000,0.001147000,0.027611000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,2,2,10,0.028563000,0.179460000,0.001153000,0.040366908,0.000003000,0.000004000,0.001146000,0.026183000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,140249,500000.00,859751,1.719502,2
skewed_100k_1m,directed,inv_static,1,4,4,1,0.024195000,0.174784000,0.001369000,0.056581938,0.000004000,0.000005000,0.001360000,0.022083000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,2,0.023339000,0.173616000,0.001361000,0.058314409,0.000003000,0.000005000,0.001353000,0.021207000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,3,0.024075000,0.181088000,0.001370000,0.056905504,0.000004000,0.000004000,0.001363000,0.021909000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,4,0.022645000,0.176585000,0.001342000,0.059262530,0.000002000,0.000005000,0.001335000,0.020534000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,5,0.035597000,0.249168000,0.001437000,0.040368570,0.000006000,0.000006000,0.001425000,0.033274000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,6,0.033551000,0.245047000,0.001577000,0.047003070,0.000004000,0.000006000,0.001568000,0.031092000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,7,0.035907000,0.248545000,0.001646000,0.045840644,0.000007000,0.000007000,0.001633000,0.033352000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,8,0.035693000,0.244102000,0.001641000,0.045975401,0.000007000,0.000009000,0.001625000,0.033193000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,9,0.033881000,0.243952000,0.001604000,0.047342168,0.000005000,0.000005000,0.001594000,0.031388000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,4,4,10,0.035827000,0.250632000,0.001454000,0.040583917,0.000006000,0.000007000,0.001441000,0.033544000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,69783,250000.00,789776,3.159104,4
skewed_100k_1m,directed,inv_static,1,8,8,1,0.030644000,0.252399000,0.001802000,0.058804334,0.000005000,0.000006000,0.001791000,0.028319000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,2,0.024515000,0.181172000,0.001622000,0.066163573,0.000003000,0.000004000,0.001614000,0.022352000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,3,0.021459000,0.182102000,0.001491000,0.069481337,0.000003000,0.000006000,0.001482000,0.019510000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,4,0.020778000,0.178232000,0.001492000,0.071806719,0.000003000,0.000004000,0.001485000,0.018835000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,5,0.022216000,0.175888000,0.001606000,0.072290241,0.000003000,0.000005000,0.001597000,0.020145000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,6,0.021372000,0.176391000,0.001609000,0.075285420,0.000003000,0.000005000,0.001602000,0.019318000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,7,0.020971000,0.174092000,0.001852000,0.088312431,0.000003000,0.000004000,0.001845000,0.018648000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,8,0.021230000,0.187717000,0.001463000,0.068911917,0.000004000,0.000005000,0.001454000,0.019301000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,9,0.018314000,0.174346000,0.001495000,0.081631539,0.000003000,0.000004000,0.001488000,0.016397000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,8,8,10,0.021317000,0.188051000,0.001458000,0.068396116,0.000003000,0.000004000,0.001450000,0.019452000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,34783,125000.00,754848,6.038784,8
skewed_100k_1m,directed,inv_static,1,16,16,1,0.017058000,0.172473000,0.001494000,0.087583539,0.000003000,0.000004000,0.001487000,0.015236000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,2,0.024154000,0.185050000,0.001622000,0.067152439,0.000003000,0.000005000,0.001614000,0.021241000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,3,0.018008000,0.179458000,0.001514000,0.084073745,0.000004000,0.000004000,0.001506000,0.016150000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,4,0.017503000,0.176645000,0.001581000,0.090327372,0.000004000,0.000006000,0.001571000,0.015582000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,5,0.021251000,0.178225000,0.001677000,0.078913933,0.000003000,0.000005000,0.001668000,0.019229000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,6,0.017669000,0.174431000,0.001497000,0.084724659,0.000004000,0.000004000,0.001489000,0.015844000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,7,0.020278000,0.174781000,0.001735000,0.085560706,0.000003000,0.000006000,0.001725000,0.018205000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,8,0.020521000,0.186625000,0.001594000,0.077676526,0.000004000,0.000005000,0.001586000,0.018595000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,9,0.019385000,0.171153000,0.001798000,0.092752128,0.000003000,0.000005000,0.001790000,0.017246000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,1,16,16,10,0.020588000,0.177568000,0.001848000,0.089761026,0.000004000,0.000006000,0.001838000,0.018403000,20,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,1,0.019169000,0.191961000,0.016752000,0.873911002,0.000091000,0.014682000,0.002010000,0.016806000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,2,0.022051000,0.192155000,0.020163000,0.914380300,0.000072000,0.017987000,0.002135000,0.019550000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,3,0.018846000,0.195916000,0.017090000,0.906823729,0.000104000,0.014936000,0.002095000,0.016356000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,4,0.022248000,0.215589000,0.020119000,0.904306005,0.000063000,0.017525000,0.002566000,0.019280000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,5,0.030239000,0.228199000,0.028156000,0.931115447,0.000403000,0.025920000,0.002184000,0.019046000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,6,0.021789000,0.184902000,0.019775000,0.907568039,0.000118000,0.017085000,0.002659000,0.018773000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,7,0.020609000,0.188352000,0.018883000,0.916250182,0.000150000,0.016569000,0.002280000,0.017959000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,8,0.041574000,0.203622000,0.028428000,0.683792755,0.008673000,0.025959000,0.002394000,0.026173000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,9,0.022511000,0.218206000,0.020703000,0.919683710,0.000125000,0.017954000,0.002714000,0.019410000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,2,8,16,10,0.018376000,0.185566000,0.016790000,0.913691772,0.000097000,0.014735000,0.002041000,0.016020000,20,0.000000e+00,PASS,50000,50000.00,50000,140249,500000.00,859751,1.720,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,1,0.021771000,0.202288000,0.020209000,0.928253181,0.000544000,0.016659000,0.003459000,0.017917000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,2,0.021229000,0.195752000,0.019677000,0.926892458,0.000462000,0.015424000,0.004143000,0.016666000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,3,0.021491000,0.203078000,0.020009000,0.931040901,0.000657000,0.016749000,0.003215000,0.017945000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,4,0.026286000,0.212029000,0.024334000,0.925739938,0.001084000,0.020248000,0.003550000,0.021864000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,5,0.019837000,0.217705000,0.018360000,0.925543177,0.000318000,0.014927000,0.003306000,0.016122000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,6,0.022841000,0.199323000,0.021312000,0.933058973,0.001054000,0.016528000,0.004444000,0.017738000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,7,0.019843000,0.209186000,0.018352000,0.924860152,0.000676000,0.015008000,0.003288000,0.016191000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,8,0.029157000,0.206495000,0.027149000,0.931131461,0.004368000,0.019846000,0.003532000,0.021504000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,9,0.019897000,0.196297000,0.018407000,0.925114339,0.000621000,0.015090000,0.003261000,0.016288000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,4,4,16,10,0.020926000,0.201371000,0.019457000,0.929800248,0.000640000,0.016332000,0.003087000,0.017507000,20,0.000000e+00,PASS,25000,25000.00,25000,69783,250000.00,789776,3.159,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,1,0.024288000,0.209640000,0.022803000,0.938858696,0.000476000,0.018001000,0.004559000,0.019182000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,2,0.023976000,0.207287000,0.022477000,0.937479146,0.000492000,0.017981000,0.004360000,0.019183000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,3,0.022980000,0.204057000,0.021477000,0.934595300,0.000397000,0.016771000,0.004491000,0.017971000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,4,0.024175000,0.195731000,0.022621000,0.935718718,0.000522000,0.018539000,0.003983000,0.019779000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,5,0.022887000,0.200785000,0.021471000,0.938130817,0.000399000,0.017405000,0.003952000,0.018562000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,6,0.023530000,0.203806000,0.022043000,0.936804080,0.000497000,0.017962000,0.003999000,0.019157000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,7,0.024024000,0.203286000,0.022405000,0.932609058,0.000511000,0.017518000,0.004641000,0.018838000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,8,0.024213000,0.217852000,0.022613000,0.933919795,0.000408000,0.017878000,0.004506000,0.019169000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,9,0.024411000,0.200383000,0.022868000,0.936790791,0.000472000,0.017996000,0.004603000,0.019220000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,8,2,16,10,0.024343000,0.202333000,0.022711000,0.932958140,0.000550000,0.017207000,0.005374000,0.018513000,20,0.000000e+00,PASS,12500,12500.00,12500,34783,125000.00,754848,6.039,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,1,0.023798000,0.220412000,0.022631000,0.950962266,0.000733000,0.017393000,0.005058000,0.018261000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,2,0.022105000,0.214113000,0.020960000,0.948201764,0.000767000,0.016131000,0.004582000,0.016978000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,3,0.023747000,0.204926000,0.022500000,0.947488104,0.000711000,0.017375000,0.004974000,0.018306000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,4,0.032254000,0.231407000,0.030755000,0.953525144,0.000561000,0.025196000,0.006786000,0.024875000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,5,0.028220000,0.210996000,0.026909000,0.953543586,0.000702000,0.020895000,0.005792000,0.021838000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,6,0.026848000,0.230518000,0.025491000,0.949456198,0.000830000,0.020276000,0.004989000,0.021314000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,7,0.029888000,0.240553000,0.028375000,0.949377677,0.000830000,0.022722000,0.005474000,0.023874000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,8,0.023617000,0.209987000,0.022484000,0.952026083,0.000657000,0.017296000,0.004938000,0.018137000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,9,0.021415000,0.217056000,0.020345000,0.950035022,0.000839000,0.015561000,0.004647000,0.016331000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,inv_static,16,1,16,10,0.025002000,0.207802000,0.023903000,0.956043517,0.000484000,0.017581000,0.006075000,0.018379000,20,0.000000e+00,PASS,6250,6250.00,6250,17257,62500.00,737422,11.799,17257,62500.00,737422,11.798752,16
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,1,0.037066000,0.208251000,0.000400000,0.010791561,0.000004000,0.000007000,0.000389000,0.033950000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,2,0.037865000,0.196412000,0.000403000,0.010643074,0.000003000,0.000005000,0.000394000,0.034531000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,3,0.037257000,0.202271000,0.000387000,0.010387310,0.000003000,0.000005000,0.000379000,0.034221000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,4,0.037413000,0.208757000,0.000399000,0.010664742,0.000003000,0.000005000,0.000391000,0.034109000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,5,0.041143000,0.201072000,0.000478000,0.011618015,0.000004000,0.000006000,0.000468000,0.037951000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,6,0.037887000,0.198857000,0.000424000,0.011191174,0.000003000,0.000005000,0.000417000,0.034664000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,7,0.036279000,0.204539000,0.000410000,0.011301304,0.000004000,0.000005000,0.000401000,0.033420000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,8,0.035979000,0.197477000,0.000434000,0.012062592,0.000003000,0.000005000,0.000426000,0.032785000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,9,0.038825000,0.197811000,0.000425000,0.010946555,0.000004000,0.000006000,0.000415000,0.035576000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,1,1,10,0.036400000,0.192853000,0.000412000,0.011318681,0.000004000,0.000004000,0.000404000,0.033135000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,1,0.022106000,0.179323000,0.001131000,0.051162580,0.000003000,0.000006000,0.001122000,0.019342000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,481028,500000.00,518972,1.037944,2
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,2,0.022626000,0.179142000,0.001127000,0.049809953,0.000003000,0.000006000,0.001118000,0.019959000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,411413,500000.00,588587,1.177174,2
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,3,0.021885000,0.195103000,0.001138000,0.051999086,0.000003000,0.000006000,0.001130000,0.019084000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,462852,500000.00,537148,1.074296,2
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,4,0.021162000,0.179354000,0.001100000,0.051979964,0.000002000,0.000004000,0.001093000,0.018533000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,473357,500000.00,526643,1.053286,2
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,5,0.021321000,0.184868000,0.001118000,0.052436565,0.000003000,0.000005000,0.001110000,0.018727000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,491529,500000.00,508471,1.016942,2
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,6,0.022663000,0.182450000,0.001113000,0.049110886,0.000003000,0.000005000,0.001105000,0.019971000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,475329,500000.00,524671,1.049342,2
skewed_100k_1m,directed,no_inv_dynamic,1,2,2,7,0.022508000,0.177438000,0.001104000,0.049049227,0.000005000,0.000005000,0.001094000,0.019841000,20,1.084202e-19,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,472411,500000.00,527589,1.055178,2
