dataset,mode,variant,ranks,threads,total_workers,repeat,pr_time_s,total_time_s,comm_time_s,comm_fraction,dangling_reduce_s,diff_reduce_s,allgatherv_s,iterations,max_error,status,work_nodes_min,work_nodes_avg,work_nodes_max,work_inedges_min,work_inedges_avg,work_inedges_max,work_imbalance
polblogs,directed,no_inv_dynamic,1,16,16,10,0.021374000,0.023070000,0.000040000,0.001871433,0.000008000,0.000008000,0.000023000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,11,0.040642000,0.042322000,0.000054000,0.001328675,0.000013000,0.000012000,0.000030000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,12,0.021780000,0.023499000,0.000040000,0.001836547,0.000007000,0.000009000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,13,0.024085000,0.025788000,0.000040000,0.001660785,0.000008000,0.000009000,0.000023000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,14,0.038808000,0.040978000,0.000046000,0.001185323,0.000009000,0.000009000,0.000028000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,15,0.031572000,0.034013000,0.000047000,0.001488661,0.000010000,0.000009000,0.000028000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,16,0.027488000,0.029755000,0.000043000,0.001564319,0.000010000,0.000008000,0.000026000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,17,0.029877000,0.031662000,0.000043000,0.001439234,0.000008000,0.000010000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,18,0.034504000,0.036180000,0.000047000,0.001362161,0.000010000,0.000011000,0.000025000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,19,0.022481000,0.024114000,0.000043000,0.001912726,0.000011000,0.000009000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,20,0.022117000,0.023739000,0.000041000,0.001853778,0.000008000,0.000008000,0.000025000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,21,0.040914000,0.042604000,0.000043000,0.001050985,0.000008000,0.000011000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,22,0.021153000,0.022761000,0.000041000,0.001938259,0.000008000,0.000008000,0.000025000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,23,0.022251000,0.024095000,0.000042000,0.001887556,0.000008000,0.000010000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,24,0.025780000,0.027545000,0.000044000,0.001706749,0.000010000,0.000010000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,25,0.021650000,0.023391000,0.000042000,0.001939954,0.000008000,0.000009000,0.000024000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,26,0.021098000,0.022760000,0.000044000,0.002085506,0.000010000,0.000010000,0.000025000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,27,0.025924000,0.027801000,0.000040000,0.001542972,0.000008000,0.000007000,0.000025000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,28,0.026131000,0.028100000,0.000046000,0.001760361,0.000010000,0.000010000,0.000026000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,29,0.027013000,0.028706000,0.000046000,0.001702884,0.000010000,0.000010000,0.000026000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,1,16,16,30,0.041028000,0.042775000,0.000048000,0.001169933,0.000012000,0.000010000,0.000025000,108,8.673617e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,no_inv_dynamic,4,4,16,1,0.004448000,0.006352000,0.003200000,0.719424460,0.000346000,0.001673000,0.001400000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,2,0.004619000,0.006932000,0.003564000,0.771595583,0.000418000,0.001901000,0.001295000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,3,0.009754000,0.012365000,0.007988000,0.818946073,0.004172000,0.003052000,0.001605000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,4,0.007042000,0.009781000,0.005882000,0.835274070,0.002497000,0.001884000,0.001666000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,5,0.008825000,0.011093000,0.007475000,0.847025496,0.004284000,0.001854000,0.001506000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,6,0.004918000,0.007566000,0.003668000,0.745831639,0.000450000,0.002057000,0.001424000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,7,0.004498000,0.006498000,0.003450000,0.767007559,0.000264000,0.001935000,0.001331000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,8,0.005168000,0.007126000,0.004064000,0.786377709,0.000846000,0.001702000,0.001552000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,9,0.008440000,0.010987000,0.007189000,0.851777251,0.003837000,0.001861000,0.001521000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,10,0.005915000,0.007906000,0.004620000,0.781065089,0.001921000,0.001817000,0.001272000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,11,0.004506000,0.006513000,0.003350000,0.743453174,0.000388000,0.001781000,0.001310000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,12,0.004918000,0.006801000,0.003655000,0.743188288,0.000482000,0.001749000,0.001562000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,13,0.004929000,0.006929000,0.003883000,0.787786569,0.000876000,0.001796000,0.001293000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,14,0.004356000,0.006341000,0.003331000,0.764692378,0.000316000,0.001831000,0.001272000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,15,0.004503000,0.006480000,0.003413000,0.757939152,0.000303000,0.001853000,0.001391000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,16,0.005052000,0.007125000,0.003948000,0.781472684,0.001031000,0.001830000,0.001306000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,17,0.008487000,0.010489000,0.006884000,0.811122894,0.003922000,0.001936000,0.001523000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,18,0.014402000,0.016316000,0.012929000,0.897722539,0.006272000,0.002909000,0.003858000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,19,0.006972000,0.009015000,0.005726000,0.821285141,0.002916000,0.001804000,0.001272000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,20,0.004373000,0.006442000,0.003306000,0.756002744,0.000282000,0.001848000,0.001276000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,21,0.005282000,0.007845000,0.004164000,0.788337751,0.001176000,0.001858000,0.001323000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,22,0.009118000,0.011405000,0.007965000,0.873546830,0.004677000,0.002021000,0.001326000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,23,0.008566000,0.010527000,0.007041000,0.821970581,0.004099000,0.001922000,0.001498000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,24,0.004334000,0.006680000,0.003288000,0.758652515,0.000234000,0.001828000,0.001286000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,25,0.004353000,0.006395000,0.003298000,0.757638410,0.000273000,0.001788000,0.001280000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,26,0.006327000,0.009028000,0.005183000,0.819187609,0.001367000,0.002505000,0.001473000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,27,0.005173000,0.007280000,0.004076000,0.787937367,0.000928000,0.001880000,0.001390000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,28,0.005827000,0.007806000,0.004800000,0.823751502,0.001600000,0.001949000,0.001301000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,29,0.004701000,0.006581000,0.003520000,0.748776856,0.000340000,0.001715000,0.001626000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,no_inv_dynamic,4,4,16,30,0.004672000,0.006636000,0.003544000,0.758561644,0.000329000,0.001753000,0.001606000,108,8.673617e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,1,16,16,1,0.038614000,0.040224000,0.000047000,0.001217175,0.000009000,0.000011000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,2,0.028309000,0.030005000,0.000041000,0.001448303,0.000008000,0.000009000,0.000025000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,3,0.048804000,0.050494000,0.000046000,0.000942546,0.000009000,0.000011000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,4,0.022864000,0.024505000,0.000046000,0.002011896,0.000010000,0.000010000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,5,0.020834000,0.022493000,0.000042000,0.002015935,0.000009000,0.000010000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,6,0.021474000,0.023446000,0.000044000,0.002048989,0.000009000,0.000011000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,7,0.033068000,0.035561000,0.000048000,0.001451554,0.000010000,0.000011000,0.000027000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,8,0.043548000,0.045815000,0.000046000,0.001056306,0.000009000,0.000008000,0.000029000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,9,0.021429000,0.023160000,0.000038000,0.001773298,0.000007000,0.000007000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,10,0.021336000,0.022966000,0.000043000,0.002015373,0.000010000,0.000009000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,11,0.024127000,0.026274000,0.000051000,0.002113814,0.000013000,0.000013000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,12,0.020820000,0.022458000,0.000044000,0.002113353,0.000012000,0.000009000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,13,0.021975000,0.023762000,0.000040000,0.001820250,0.000008000,0.000008000,0.000024000,108,2.168404e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,14,0.021734000,0.023428000,0.000051000,0.002346554,0.000014000,0.000013000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,15,0.022075000,0.023749000,0.000039000,0.001766704,0.000007000,0.000009000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,16,0.020873000,0.022557000,0.000043000,0.002060078,0.000008000,0.000010000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,17,0.021088000,0.022711000,0.000041000,0.001944234,0.000009000,0.000009000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,18,0.022540000,0.024363000,0.000043000,0.001907720,0.000010000,0.000009000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,19,0.022402000,0.024224000,0.000043000,0.001919471,0.000009000,0.000010000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,20,0.025151000,0.027574000,0.000048000,0.001908473,0.000010000,0.000010000,0.000028000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,21,0.028887000,0.031216000,0.000044000,0.001523177,0.000010000,0.000008000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,22,0.032801000,0.035226000,0.000044000,0.001341423,0.000009000,0.000009000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,23,0.020480000,0.022146000,0.000040000,0.001953125,0.000008000,0.000008000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,24,0.021982000,0.023584000,0.000041000,0.001865162,0.000009000,0.000008000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,25,0.021489000,0.023161000,0.000043000,0.002001024,0.000010000,0.000010000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,26,0.020804000,0.022663000,0.000044000,0.002114978,0.000010000,0.000010000,0.000024000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,27,0.021083000,0.022711000,0.000039000,0.001849832,0.000007000,0.000008000,0.000024000,108,2.168404e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,28,0.028887000,0.030533000,0.000044000,0.001523177,0.000008000,0.000010000,0.000026000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,29,0.043448000,0.046213000,0.000058000,0.001334929,0.000010000,0.000011000,0.000036000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,1,16,16,30,0.022772000,0.024738000,0.000039000,0.001712630,0.000009000,0.000007000,0.000023000,108,1.734723e-18,PASS,1224,1224.00,1224,19090,19090.00,19090,1.000
polblogs,directed,inv_dynamic,4,4,16,1,0.007835000,0.009752000,0.006357000,0.811359285,0.003941000,0.001235000,0.001682000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,2,0.004333000,0.006445000,0.003020000,0.696976691,0.000485000,0.001118000,0.001570000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,3,0.005956000,0.008248000,0.004760000,0.799194090,0.002670000,0.001102000,0.001271000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,4,0.004673000,0.006588000,0.003352000,0.717312219,0.001426000,0.000901000,0.001289000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,5,0.004971000,0.007608000,0.003786000,0.761617381,0.000982000,0.001605000,0.001424000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,6,0.004397000,0.006418000,0.003194000,0.726404367,0.001040000,0.000933000,0.001275000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,7,0.005637000,0.007573000,0.004499000,0.798119567,0.001999000,0.001072000,0.001566000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,8,0.007707000,0.009740000,0.006182000,0.802127936,0.004162000,0.001264000,0.001302000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,9,0.005852000,0.007779000,0.004670000,0.798017772,0.002099000,0.001039000,0.001691000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,10,0.008024000,0.010710000,0.006602000,0.822781655,0.004599000,0.001267000,0.001281000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,11,0.003981000,0.006013000,0.002940000,0.738507913,0.000608000,0.001050000,0.001354000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,12,0.003627000,0.005566000,0.002658000,0.732837055,0.000367000,0.001053000,0.001281000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,13,0.004592000,0.006641000,0.003295000,0.717552265,0.001143000,0.001098000,0.001342000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,14,0.004972000,0.006959000,0.003905000,0.785398230,0.001563000,0.001143000,0.001314000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,15,0.005673000,0.007584000,0.004123000,0.726775956,0.001969000,0.001069000,0.001674000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,16,0.003955000,0.005977000,0.002948000,0.745385588,0.000560000,0.001102000,0.001379000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,17,0.004536000,0.007280000,0.003301000,0.727733686,0.000424000,0.001585000,0.001445000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,18,0.005894000,0.007908000,0.004727000,0.802002036,0.002176000,0.001067000,0.001641000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,19,0.007384000,0.009359000,0.006286000,0.851300108,0.003835000,0.001213000,0.001262000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,20,0.007360000,0.009573000,0.006228000,0.846195652,0.003559000,0.001124000,0.001685000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,21,0.008030000,0.009996000,0.006548000,0.815442092,0.004123000,0.001272000,0.001704000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,22,0.004581000,0.006577000,0.003559000,0.776904606,0.001208000,0.001038000,0.001361000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,23,0.003742000,0.005701000,0.002681000,0.716461785,0.000302000,0.001216000,0.001271000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,24,0.003681000,0.005656000,0.002603000,0.707144798,0.000510000,0.001025000,0.001276000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,25,0.005088000,0.007624000,0.003976000,0.781446541,0.001587000,0.001170000,0.001296000,108,2.602085e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,26,0.004078000,0.006130000,0.002940000,0.720941638,0.000352000,0.001234000,0.001411000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,27,0.007408000,0.009389000,0.006212000,0.838552916,0.004086000,0.001186000,0.001267000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,28,0.016918000,0.019715000,0.015155000,0.895791465,0.010269000,0.003682000,0.001291000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,29,0.004379000,0.007539000,0.003142000,0.717515414,0.000723000,0.001132000,0.001540000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
polblogs,directed,inv_dynamic,4,4,16,30,0.009568000,0.011563000,0.008210000,0.858068562,0.001467000,0.005392000,0.001468000,108,1.734723e-18,PASS,306,306.00,306,250,4772.50,14932,3.129
